mid,dtg,y,x
civ-a3ad5c29-d481-434e-8b8d-0a5f21d20bd2,2026-02-01T07:00:00,12.364026,-1.51536
civ-d6225ca4-a2cb-4a58-8000-feb84792db93,2026-02-01T07:00:00,12.364078,-1.515324
civ-42c72b79-2669-43d9-bb05-df24031ceb72,2026-02-01T07:00:00,12.363901,-1.515468
civ-876cd646-6b47-4994-8646-ad7e19ad5ba7,2026-02-01T07:00:00,12.364037,-1.515363
civ-4568c708-8127-4d0c-bea1-4c23b9cd1de9,2026-02-01T07:00:00,12.364037,-1.515123
civ-fbaa169b-235e-4f64-be87-138b31ddea60,2026-02-01T07:00:00,12.364041,-1.515318
civ-17f682db-1ed1-4850-8f66-0887e7fc7fe7,2026-02-01T07:00:00,12.364069,-1.515353
civ-13e5d959-31e3-499c-9a84-14c8e0e04441,2026-02-01T07:00:00,12.363034,-1.522466
civ-f5d2e6e6-ee1e-462c-a56d-be96652e6cc5,2026-02-01T07:00:00,12.362824,-1.522466
civ-2d058397-de32-448c-ac9e-2593bf33cf9f,2026-02-01T07:00:00,12.363944,-1.515417
civ-a6656fc7-d51b-459c-958e-27a0811d6e8a,2026-02-01T07:00:00,12.364005,-1.515478
civ-496e31c6-9321-4c76-8b93-b031c8ecd8e3,2026-02-01T07:00:00,12.362788,-1.522495
civ-3eab26b7-909e-4c9c-9eee-f07d55e855d9,2026-02-01T07:00:00,12.362907,-1.522536
civ-1765371f-d4cc-4d81-bb57-c68ed6e2f898,2026-02-01T07:00:00,12.364049,-1.515516
civ-effe7da7-ee5e-48eb-beb2-d67826da1129,2026-02-01T07:00:00,12.362829,-1.522541
securityA-43c3c6c2-08da-4277-b10b-2565d4ab391b,2026-02-01T07:00:00,12.362247,-1.517892
civ-52bf0a57-278e-4135-88ad-f82556a17a50,2026-02-01T07:00:00,12.363965,-1.515394
civ-40396170-2110-4ee4-9763-3f8dcce49c65,2026-02-01T07:00:00,12.364167,-1.515534
civ-ed0caffe-e43b-43e8-abee-5304ff29db6b,2026-02-01T07:00:00,12.363966,-1.515322
leaderA-dc3bb5ee-282c-411f-96da-eebb88b52ea0,2026-02-01T07:00:30,12.362578,-1.517955
securityA-43c3c6c2-08da-4277-b10b-2565d4ab391b,2026-02-01T07:00:30,12.362578,-1.517955
leaderA-dc3bb5ee-282c-411f-96da-eebb88b52ea0,2026-02-01T07:01:00,12.36291,-1.518018
securityA-43c3c6c2-08da-4277-b10b-2565d4ab391b,2026-02-01T07:01:00,12.36291,-1.518018
leaderA-dc3bb5ee-282c-411f-96da-eebb88b52ea0,2026-02-01T07:01:30,12.363093,-1.51786
securityA-43c3c6c2-08da-4277-b10b-2565d4ab391b,2026-02-01T07:01:30,12.363093,-1.51786
securityA-43c3c6c2-08da-4277-b10b-2565d4ab391b,2026-02-01T07:02:00,12.363154,-1.517521
leaderA-dc3bb5ee-282c-411f-96da-eebb88b52ea0,2026-02-01T07:02:00,12.363154,-1.517521
leaderA-dc3bb5ee-282c-411f-96da-eebb88b52ea0,2026-02-01T07:02:30,12.363213,-1.517181
securityA-43c3c6c2-08da-4277-b10b-2565d4ab391b,2026-02-01T07:02:30,12.363213,-1.517181
leaderA-dc3bb5ee-282c-411f-96da-eebb88b52ea0,2026-02-01T07:03:00,12.363281,-1.516843
courierA-5459d08e-e00c-4174-9a21-c4b90ef20a87,2026-02-01T07:03:00,12.362503,-1.513116
securityA-43c3c6c2-08da-4277-b10b-2565d4ab391b,2026-02-01T07:03:00,12.363281,-1.516843
securityA-43c3c6c2-08da-4277-b10b-2565d4ab391b,2026-02-01T07:03:30,12.363349,-1.516504
leaderA-dc3bb5ee-282c-411f-96da-eebb88b52ea0,2026-02-01T07:03:30,12.363349,-1.516504
securityA-43c3c6c2-08da-4277-b10b-2565d4ab391b,2026-02-01T07:04:00,12.363412,-1.516165
leaderA-dc3bb5ee-282c-411f-96da-eebb88b52ea0,2026-02-01T07:04:00,12.363412,-1.516165
leaderA-dc3bb5ee-282c-411f-96da-eebb88b52ea0,2026-02-01T07:04:30,12.363487,-1.515829
securityA-43c3c6c2-08da-4277-b10b-2565d4ab391b,2026-02-01T07:04:30,12.363487,-1.515829
leaderA-dc3bb5ee-282c-411f-96da-eebb88b52ea0,2026-02-01T07:05:00,12.363562,-1.515492
securityA-43c3c6c2-08da-4277-b10b-2565d4ab391b,2026-02-01T07:05:00,12.363562,-1.515492
courierA-5459d08e-e00c-4174-9a21-c4b90ef20a87,2026-02-01T07:06:00,12.362503,-1.513103
securityB-12f2e631-90a7-4ce7-87f7-c377db45e99c,2026-02-01T08:00:00,12.364466,-1.521212
leaderB-579ff0e7-77e4-4b16-9220-59c2c36ecc12,2026-02-01T08:00:00,12.364466,-1.521212
logB-c23e4c99-d72b-4789-9397-006a7d765d4c,2026-02-01T08:00:00,12.362496,-1.513113
securityB-12f2e631-90a7-4ce7-87f7-c377db45e99c,2026-02-01T08:00:30,12.364527,-1.520872
leaderB-579ff0e7-77e4-4b16-9220-59c2c36ecc12,2026-02-01T08:00:30,12.364527,-1.520872
securityB-12f2e631-90a7-4ce7-87f7-c377db45e99c,2026-02-01T08:01:00,12.364588,-1.520533
leaderB-579ff0e7-77e4-4b16-9220-59c2c36ecc12,2026-02-01T08:01:00,12.364588,-1.520533
leaderB-579ff0e7-77e4-4b16-9220-59c2c36ecc12,2026-02-01T08:01:30,12.364651,-1.520194
securityB-12f2e631-90a7-4ce7-87f7-c377db45e99c,2026-02-01T08:01:30,12.364651,-1.520194
leaderB-579ff0e7-77e4-4b16-9220-59c2c36ecc12,2026-02-01T08:02:00,12.364714,-1.519855
securityB-12f2e631-90a7-4ce7-87f7-c377db45e99c,2026-02-01T08:02:00,12.364714,-1.519855
leaderB-579ff0e7-77e4-4b16-9220-59c2c36ecc12,2026-02-01T08:02:30,12.364775,-1.519515
securityB-12f2e631-90a7-4ce7-87f7-c377db45e99c,2026-02-01T08:02:30,12.364775,-1.519515
logB-c23e4c99-d72b-4789-9397-006a7d765d4c,2026-02-01T08:03:00,12.362503,-1.513098
leaderB-579ff0e7-77e4-4b16-9220-59c2c36ecc12,2026-02-01T08:03:00,12.364843,-1.519177
securityB-12f2e631-90a7-4ce7-87f7-c377db45e99c,2026-02-01T08:03:00,12.364843,-1.519177
securityB-12f2e631-90a7-4ce7-87f7-c377db45e99c,2026-02-01T08:03:30,12.36491,-1.518838
leaderB-579ff0e7-77e4-4b16-9220-59c2c36ecc12,2026-02-01T08:03:30,12.36491,-1.518838
leaderB-579ff0e7-77e4-4b16-9220-59c2c36ecc12,2026-02-01T08:04:00,12.364974,-1.518499
securityB-12f2e631-90a7-4ce7-87f7-c377db45e99c,2026-02-01T08:04:00,12.364974,-1.518499
leaderB-579ff0e7-77e4-4b16-9220-59c2c36ecc12,2026-02-01T08:04:30,12.364673,-1.518418
securityB-12f2e631-90a7-4ce7-87f7-c377db45e99c,2026-02-01T08:04:30,12.364673,-1.518418
leaderB-579ff0e7-77e4-4b16-9220-59c2c36ecc12,2026-02-01T08:05:00,12.364341,-1.518355
securityB-12f2e631-90a7-4ce7-87f7-c377db45e99c,2026-02-01T08:05:00,12.364341,-1.518355
securityB-12f2e631-90a7-4ce7-87f7-c377db45e99c,2026-02-01T08:05:30,12.364009,-1.518294
leaderB-579ff0e7-77e4-4b16-9220-59c2c36ecc12,2026-02-01T08:05:30,12.364009,-1.518294
logB-c23e4c99-d72b-4789-9397-006a7d765d4c,2026-02-01T08:06:00,12.3625,-1.513102
securityB-12f2e631-90a7-4ce7-87f7-c377db45e99c,2026-02-01T08:06:00,12.363677,-1.518233
leaderB-579ff0e7-77e4-4b16-9220-59c2c36ecc12,2026-02-01T08:06:00,12.363677,-1.518233
leaderB-579ff0e7-77e4-4b16-9220-59c2c36ecc12,2026-02-01T08:06:30,12.363345,-1.518172
securityB-12f2e631-90a7-4ce7-87f7-c377db45e99c,2026-02-01T08:06:30,12.363345,-1.518172
securityB-12f2e631-90a7-4ce7-87f7-c377db45e99c,2026-02-01T08:07:00,12.363013,-1.518111
leaderB-579ff0e7-77e4-4b16-9220-59c2c36ecc12,2026-02-01T08:07:00,12.363013,-1.518111
securityB-12f2e631-90a7-4ce7-87f7-c377db45e99c,2026-02-01T08:07:30,12.362682,-1.518049
leaderB-579ff0e7-77e4-4b16-9220-59c2c36ecc12,2026-02-01T08:07:30,12.362682,-1.518049
leaderB-579ff0e7-77e4-4b16-9220-59c2c36ecc12,2026-02-01T08:08:00,12.36235,-1.517985
securityB-12f2e631-90a7-4ce7-87f7-c377db45e99c,2026-02-01T08:08:00,12.36235,-1.517985
leaderB-579ff0e7-77e4-4b16-9220-59c2c36ecc12,2026-02-01T08:08:30,12.362019,-1.517922
securityB-12f2e631-90a7-4ce7-87f7-c377db45e99c,2026-02-01T08:08:30,12.362019,-1.517922
leaderB-579ff0e7-77e4-4b16-9220-59c2c36ecc12,2026-02-01T08:09:00,12.361686,-1.517864
logB-c23e4c99-d72b-4789-9397-006a7d765d4c,2026-02-01T08:09:00,12.362487,-1.513104
securityB-12f2e631-90a7-4ce7-87f7-c377db45e99c,2026-02-01T08:09:00,12.361686,-1.517864
leaderB-579ff0e7-77e4-4b16-9220-59c2c36ecc12,2026-02-01T08:09:30,12.361354,-1.517805
securityB-12f2e631-90a7-4ce7-87f7-c377db45e99c,2026-02-01T08:09:30,12.361354,-1.517805
securityB-12f2e631-90a7-4ce7-87f7-c377db45e99c,2026-02-01T08:10:00,12.361134,-1.517667
leaderB-579ff0e7-77e4-4b16-9220-59c2c36ecc12,2026-02-01T08:10:00,12.361134,-1.517667
leaderB-579ff0e7-77e4-4b16-9220-59c2c36ecc12,2026-02-01T08:10:30,12.361198,-1.517328
securityB-12f2e631-90a7-4ce7-87f7-c377db45e99c,2026-02-01T08:10:30,12.361198,-1.517328
securityB-12f2e631-90a7-4ce7-87f7-c377db45e99c,2026-02-01T08:11:00,12.361263,-1.516989
leaderB-579ff0e7-77e4-4b16-9220-59c2c36ecc12,2026-02-01T08:11:00,12.361263,-1.516989
leaderB-579ff0e7-77e4-4b16-9220-59c2c36ecc12,2026-02-01T08:11:30,12.361331,-1.516651
securityB-12f2e631-90a7-4ce7-87f7-c377db45e99c,2026-02-01T08:11:30,12.361331,-1.516651
securityB-12f2e631-90a7-4ce7-87f7-c377db45e99c,2026-02-01T08:12:00,12.361398,-1.516312
logB-c23e4c99-d72b-4789-9397-006a7d765d4c,2026-02-01T08:12:00,12.362497,-1.513107
leaderB-579ff0e7-77e4-4b16-9220-59c2c36ecc12,2026-02-01T08:12:00,12.361398,-1.516312
leaderB-579ff0e7-77e4-4b16-9220-59c2c36ecc12,2026-02-01T08:12:30,12.361403,-1.515982
securityB-12f2e631-90a7-4ce7-87f7-c377db45e99c,2026-02-01T08:12:30,12.361403,-1.515982
securityB-12f2e631-90a7-4ce7-87f7-c377db45e99c,2026-02-01T08:13:00,12.36147,-1.515644
leaderB-579ff0e7-77e4-4b16-9220-59c2c36ecc12,2026-02-01T08:13:00,12.36147,-1.515644
securityB-12f2e631-90a7-4ce7-87f7-c377db45e99c,2026-02-01T08:13:30,12.361536,-1.515305
leaderB-579ff0e7-77e4-4b16-9220-59c2c36ecc12,2026-02-01T08:13:30,12.361536,-1.515305
securityB-12f2e631-90a7-4ce7-87f7-c377db45e99c,2026-02-01T08:14:00,12.36147,-1.515001
leaderB-579ff0e7-77e4-4b16-9220-59c2c36ecc12,2026-02-01T08:14:00,12.36147,-1.515001
securityB-12f2e631-90a7-4ce7-87f7-c377db45e99c,2026-02-01T08:14:30,12.361625,-1.514735
leaderB-579ff0e7-77e4-4b16-9220-59c2c36ecc12,2026-02-01T08:14:30,12.361625,-1.514735
leaderB-579ff0e7-77e4-4b16-9220-59c2c36ecc12,2026-02-01T08:15:00,12.361721,-1.51443
securityB-12f2e631-90a7-4ce7-87f7-c377db45e99c,2026-02-01T08:15:00,12.361721,-1.51443
propB-775f6ffc-da47-48c0-82b1-4fe100d5ee88,2026-02-01T09:00:00,12.358999,-1.520896
leaderB-579ff0e7-77e4-4b16-9220-59c2c36ecc12,2026-02-01T09:00:00,12.362476,-1.513093
securityB-12f2e631-90a7-4ce7-87f7-c377db45e99c,2026-02-01T09:00:00,12.362476,-1.513093
propB-775f6ffc-da47-48c0-82b1-4fe100d5ee88,2026-02-01T09:03:00,12.359017,-1.520898
securityB-12f2e631-90a7-4ce7-87f7-c377db45e99c,2026-02-01T09:03:00,12.362501,-1.513103
leaderB-579ff0e7-77e4-4b16-9220-59c2c36ecc12,2026-02-01T09:03:00,12.362501,-1.513103
propB-775f6ffc-da47-48c0-82b1-4fe100d5ee88,2026-02-01T09:06:00,12.359002,-1.520901
securityB-12f2e631-90a7-4ce7-87f7-c377db45e99c,2026-02-01T09:06:00,12.362501,-1.513118
leaderB-579ff0e7-77e4-4b16-9220-59c2c36ecc12,2026-02-01T09:06:00,12.362501,-1.513118
securityB-12f2e631-90a7-4ce7-87f7-c377db45e99c,2026-02-01T09:09:00,12.362498,-1.513097
leaderB-579ff0e7-77e4-4b16-9220-59c2c36ecc12,2026-02-01T09:09:00,12.362498,-1.513097
propB-775f6ffc-da47-48c0-82b1-4fe100d5ee88,2026-02-01T09:09:00,12.358983,-1.5209
leaderA-dc3bb5ee-282c-411f-96da-eebb88b52ea0,2026-02-01T09:30:00,12.363996,-1.515404
securityA-43c3c6c2-08da-4277-b10b-2565d4ab391b,2026-02-01T09:30:00,12.363996,-1.515404
securityA-43c3c6c2-08da-4277-b10b-2565d4ab391b,2026-02-01T09:45:00,12.364002,-1.515417
leaderA-dc3bb5ee-282c-411f-96da-eebb88b52ea0,2026-02-01T09:45:00,12.364002,-1.515417
leaderA-dc3bb5ee-282c-411f-96da-eebb88b52ea0,2026-02-01T10:00:00,12.363984,-1.515405
securityA-43c3c6c2-08da-4277-b10b-2565d4ab391b,2026-02-01T10:00:00,12.363984,-1.515405
securityA-43c3c6c2-08da-4277-b10b-2565d4ab391b,2026-02-01T10:15:00,12.363991,-1.515397
leaderA-dc3bb5ee-282c-411f-96da-eebb88b52ea0,2026-02-01T10:15:00,12.363991,-1.515397
securityA-43c3c6c2-08da-4277-b10b-2565d4ab391b,2026-02-01T10:30:00,12.363992,-1.515413
leaderA-dc3bb5ee-282c-411f-96da-eebb88b52ea0,2026-02-01T10:30:00,12.363992,-1.515413
leaderA-dc3bb5ee-282c-411f-96da-eebb88b52ea0,2026-02-01T10:45:00,12.364013,-1.515402
securityA-43c3c6c2-08da-4277-b10b-2565d4ab391b,2026-02-01T10:45:00,12.364013,-1.515402
leaderB-579ff0e7-77e4-4b16-9220-59c2c36ecc12,2026-02-01T11:00:00,12.361831,-1.514451
securityB-12f2e631-90a7-4ce7-87f7-c377db45e99c,2026-02-01T11:00:00,12.361831,-1.514451
securityB-12f2e631-90a7-4ce7-87f7-c377db45e99c,2026-02-01T11:00:30,12.361806,-1.514771
leaderB-579ff0e7-77e4-4b16-9220-59c2c36ecc12,2026-02-01T11:00:30,12.361806,-1.514771
securityB-12f2e631-90a7-4ce7-87f7-c377db45e99c,2026-02-01T11:01:00,12.361843,-1.515081
leaderB-579ff0e7-77e4-4b16-9220-59c2c36ecc12,2026-02-01T11:01:00,12.361843,-1.515081
leaderB-579ff0e7-77e4-4b16-9220-59c2c36ecc12,2026-02-01T11:01:30,12.361661,-1.515329
securityB-12f2e631-90a7-4ce7-87f7-c377db45e99c,2026-02-01T11:01:30,12.361661,-1.515329
securityB-12f2e631-90a7-4ce7-87f7-c377db45e99c,2026-02-01T11:02:00,12.36159,-1.515666
leaderB-579ff0e7-77e4-4b16-9220-59c2c36ecc12,2026-02-01T11:02:00,12.36159,-1.515666
leaderB-579ff0e7-77e4-4b16-9220-59c2c36ecc12,2026-02-01T11:02:30,12.361521,-1.516004
securityB-12f2e631-90a7-4ce7-87f7-c377db45e99c,2026-02-01T11:02:30,12.361521,-1.516004
securityB-12f2e631-90a7-4ce7-87f7-c377db45e99c,2026-02-01T11:03:00,12.361398,-1.516308
leaderB-579ff0e7-77e4-4b16-9220-59c2c36ecc12,2026-02-01T11:03:00,12.361398,-1.516308
