mid,dtg,y,x
civ-2947df25-b4c6-4bac-a036-460f0d0ffb47,2026-04-01T06:52:00,12.362981,-1.522472
civ-87da303d-d123-44dd-9bba-9180dd2f4a93,2026-04-01T06:53:00,12.36284,-1.522423
civ-a55f07fd-be91-47c1-8d75-dcf389749cd3,2026-04-01T06:53:00,12.363047,-1.522629
civ-7044883b-24bf-4ca4-b4f3-3f0ee3e8e2ae,2026-04-01T06:54:00,12.363091,-1.522407
civ-07b0e9cd-c235-4bac-96ef-d6416141a66c,2026-04-01T06:54:00,12.363932,-1.515386
civ-f29379da-a334-434a-ba1f-a891153fb014,2026-04-01T06:54:00,12.362858,-1.522402
civ-772c3485-1d3a-4b1d-9778-9985229fcd9a,2026-04-01T06:55:00,12.36399,-1.51542
civ-64299bac-5138-489d-b199-9c3cc49299e5,2026-04-01T06:55:00,12.363937,-1.515381
civ-134119a6-74a6-45a8-ab0b-33ac4bb223b1,2026-04-01T06:56:00,12.362906,-1.522535
civ-e5c0bf98-524b-44d7-aea2-f05a2347dade,2026-04-01T06:56:00,12.364095,-1.515558
civ-3c1ada17-80cb-4017-b4c7-4c3d02237b2b,2026-04-01T06:56:00,12.363904,-1.515413
civ-274f0a62-a9b6-447c-ab9e-91f3a420fe3f,2026-04-01T06:57:00,12.363014,-1.522564
civ-e60b8747-9271-40df-8dc9-dca10a2f9e8f,2026-04-01T06:57:00,12.36414,-1.51539
civ-24c68766-5999-444c-ab46-bc6019ffd914,2026-04-01T06:57:00,12.362962,-1.522645
civ-03f4619a-97c2-4585-b28a-493267d9ac19,2026-04-01T06:57:00,12.362877,-1.522612
civ-1750e48b-2895-4589-87c7-51425fc71855,2026-04-01T06:58:00,12.362925,-1.522556
civ-ac6353fc-8224-43c6-925d-d822d079e811,2026-04-01T06:58:00,12.363978,-1.515313
civ-64299bac-5138-489d-b199-9c3cc49299e5,2026-04-01T06:59:00,12.364177,-1.515397
civ-116bd623-45a9-402c-9de3-f8227c0b9f36,2026-04-01T06:59:00,12.364147,-1.515524
civ-84a4b185-4876-45c5-929b-45060c124883,2026-04-01T07:00:00,12.363952,-1.515471
civ-03f4619a-97c2-4585-b28a-493267d9ac19,2026-04-01T07:01:00,12.362608,-1.522592
civ-ac6353fc-8224-43c6-925d-d822d079e811,2026-04-01T07:01:00,12.364106,-1.515394
civ-d05ccc1a-7710-4be7-91df-2c15cf8604af,2026-04-01T07:02:00,12.362812,-1.522458
civ-f4231902-c9ae-41df-b227-3bedfb0d1d60,2026-04-01T07:03:00,12.364033,-1.515485
civ-07b0e9cd-c235-4bac-96ef-d6416141a66c,2026-04-01T07:03:00,12.363809,-1.515447
civ-82a4f402-4c12-4405-ad50-0fd02a4a0b03,2026-04-01T07:04:00,12.363092,-1.522676
civ-31825374-8778-476e-b9d7-b8c4d431c4f1,2026-04-01T07:04:00,12.363857,-1.515454
civ-7044883b-24bf-4ca4-b4f3-3f0ee3e8e2ae,2026-04-01T07:06:00,12.362787,-1.522417
civ-03f4619a-97c2-4585-b28a-493267d9ac19,2026-04-01T07:07:00,12.362817,-1.522505
civ-55d678ca-adc9-49f9-b39e-797e3da38bf2,2026-04-01T07:07:00,12.363846,-1.515278
civ-07c135d9-4df1-4704-bc07-1eb2566e2c2a,2026-04-01T07:09:00,12.363913,-1.515338
civ-68f9a752-fc5c-4fa7-80bb-9eb8dabdef98,2026-04-01T07:09:00,12.363959,-1.515344
civ-3d1f9530-da3e-4d5b-b818-279c35b80a99,2026-04-01T07:09:00,12.36291,-1.52244
civ-c32f3802-5bf3-4444-b115-13079e195724,2026-04-01T07:12:00,12.363976,-1.515335
civ-fa3f1ebc-1ab1-4b0a-8b9f-873bdfc21344,2026-04-01T07:12:00,12.362829,-1.52251
civ-116bd623-45a9-402c-9de3-f8227c0b9f36,2026-04-01T07:12:00,12.364035,-1.515403
civ-592637fe-179b-4e10-8f68-caaa1f9002d9,2026-04-01T07:12:00,12.364031,-1.515231
civ-c30b4dfa-965e-4234-ad1e-40ed034345eb,2026-04-01T07:14:00,12.363954,-1.515495
civ-e60b8747-9271-40df-8dc9-dca10a2f9e8f,2026-04-01T07:14:00,12.36403,-1.515467
civ-72600113-7b6d-42b8-b67e-761eb13871c5,2026-04-01T07:14:00,12.362836,-1.522439
civ-7044883b-24bf-4ca4-b4f3-3f0ee3e8e2ae,2026-04-01T07:14:00,12.363059,-1.522464
civ-abeda85a-7a5f-4a4d-9fee-a646cbd29f07,2026-04-01T07:15:00,12.362792,-1.52253
civ-3c1ada17-80cb-4017-b4c7-4c3d02237b2b,2026-04-01T07:15:00,12.364011,-1.515354
civ-2947df25-b4c6-4bac-a036-460f0d0ffb47,2026-04-01T07:16:00,12.362932,-1.522562
civ-72600113-7b6d-42b8-b67e-761eb13871c5,2026-04-01T07:17:00,12.362904,-1.522559
civ-274f0a62-a9b6-447c-ab9e-91f3a420fe3f,2026-04-01T07:17:00,12.362763,-1.522544
civ-68f9a752-fc5c-4fa7-80bb-9eb8dabdef98,2026-04-01T07:18:00,12.364,-1.515396
civ-84a4b185-4876-45c5-929b-45060c124883,2026-04-01T07:18:00,12.363911,-1.515355
civ-134119a6-74a6-45a8-ab0b-33ac4bb223b1,2026-04-01T07:18:00,12.362918,-1.522554
civ-55d678ca-adc9-49f9-b39e-797e3da38bf2,2026-04-01T07:18:00,12.36399,-1.515289
civ-1750e48b-2895-4589-87c7-51425fc71855,2026-04-01T07:19:00,12.362847,-1.522424
civ-1750e48b-2895-4589-87c7-51425fc71855,2026-04-01T07:20:00,12.362881,-1.522544
civ-116bd623-45a9-402c-9de3-f8227c0b9f36,2026-04-01T07:20:00,12.363847,-1.515405
HAWK-2,2026-04-01T10:00:00,12.362002,-1.512573
VIPER-2,2026-04-01T10:00:00,12.361995,-1.512555
HAWK-2,2026-04-01T10:15:00,12.361984,-1.512561
VIPER-2,2026-04-01T10:15:00,12.36199,-1.512553
HAWK-2,2026-04-01T10:30:00,12.361991,-1.512553
VIPER-2,2026-04-01T10:30:00,12.361995,-1.512559
LR-ASC-003,2026-04-01T10:30:00,12.361998,-1.512558
HAWK-2,2026-04-01T10:45:00,12.361992,-1.512569
VIPER-2,2026-04-01T10:45:00,12.361995,-1.512539
LR-ASC-003,2026-04-01T10:45:00,12.362014,-1.512549
ST-ASC-003,2026-04-01T11:00:00,12.362004,-1.512557
VIPER-2,2026-04-01T11:00:00,12.362,-1.512566
HAWK-2,2026-04-01T11:00:00,12.362013,-1.512558
LR-ASC-003,2026-04-01T11:00:00,12.361996,-1.512551
ST-ASC-003,2026-04-01T11:15:00,12.362006,-1.512542
VIPER-2,2026-04-01T11:15:00,12.362007,-1.512567
HAWK-2,2026-04-01T11:15:00,12.362001,-1.512569
LR-ASC-003,2026-04-01T11:15:00,12.361996,-1.51256
ST-DEV-001,2026-04-01T12:15:00,12.363601,-1.515311
ST-DEV-001,2026-04-01T12:15:30,12.36359,-1.515363
ST-DEV-001,2026-04-01T12:16:00,12.363579,-1.515416
ST-DEV-001,2026-04-01T12:16:30,12.363567,-1.515468
ST-DEV-001,2026-04-01T12:17:00,12.363556,-1.51552
ST-DEV-001,2026-04-01T12:17:30,12.363545,-1.515572
ST-DEV-001,2026-04-01T12:18:00,12.3635,-1.515571
ST-DEV-001,2026-04-01T12:18:30,12.36345,-1.515559
ST-DEV-001,2026-04-01T12:19:00,12.363399,-1.515547
ST-DEV-001,2026-04-01T12:19:30,12.363348,-1.515535
ST-DEV-001,2026-04-01T12:20:00,12.363297,-1.515523
ST-DEV-001,2026-04-01T12:20:30,12.363246,-1.515511
ST-DEV-001,2026-04-01T12:21:00,12.363195,-1.515499
ST-DEV-001,2026-04-01T12:21:30,12.363144,-1.515487
ST-DEV-001,2026-04-01T12:22:00,12.363093,-1.515476
ST-DEV-001,2026-04-01T12:22:30,12.363042,-1.515464
ST-DEV-001,2026-04-01T12:23:00,12.362991,-1.515452
ST-DEV-001,2026-04-01T12:23:30,12.36294,-1.51544
ST-DEV-001,2026-04-01T12:24:00,12.362889,-1.515428
ST-DEV-001,2026-04-01T12:24:30,12.362838,-1.515416
ST-DEV-001,2026-04-01T12:25:00,12.362787,-1.515404
LR-DEV-001,2026-04-01T12:25:00,12.364466,-1.521212
ST-ASC-002,2026-04-01T12:25:00,12.363601,-1.515311
LR-DEV-001,2026-04-01T12:25:30,12.364492,-1.521067
ST-ASC-002,2026-04-01T12:25:30,12.363586,-1.515382
ST-DEV-001,2026-04-01T12:25:30,12.362736,-1.515392
ST-DEV-001,2026-04-01T12:26:00,12.362685,-1.51538
LR-DEV-001,2026-04-01T12:26:00,12.364518,-1.520921
ST-ASC-002,2026-04-01T12:26:00,12.36357,-1.515454
LR-DEV-001,2026-04-01T12:26:30,12.364544,-1.520776
ST-ASC-002,2026-04-01T12:26:30,12.363555,-1.515525
ST-DEV-001,2026-04-01T12:26:30,12.362634,-1.515368
ST-DEV-001,2026-04-01T12:27:00,12.362583,-1.515356
ST-ASC-002,2026-04-01T12:27:00,12.363528,-1.515578
LR-DEV-001,2026-04-01T12:27:00,12.36457,-1.52063
LR-DEV-001,2026-04-01T12:27:30,12.364597,-1.520485
ST-DEV-001,2026-04-01T12:27:30,12.362532,-1.515344
ST-ASC-002,2026-04-01T12:27:30,12.363459,-1.515561
ST-ASC-002,2026-04-01T12:28:00,12.363389,-1.515545
ST-DEV-001,2026-04-01T12:28:00,12.362481,-1.515332
LR-DEV-001,2026-04-01T12:28:00,12.364624,-1.52034
ST-DEV-001,2026-04-01T12:28:30,12.36243,-1.51532
LR-DEV-001,2026-04-01T12:28:30,12.364651,-1.520194
ST-ASC-002,2026-04-01T12:28:30,12.36332,-1.515529
ST-DEV-001,2026-04-01T12:29:00,12.362379,-1.515308
LR-DEV-001,2026-04-01T12:29:00,12.364678,-1.520049
ST-ASC-002,2026-04-01T12:29:00,12.36325,-1.515512
ST-DEV-001,2026-04-01T12:29:30,12.362328,-1.515296
LR-DEV-001,2026-04-01T12:29:30,12.364705,-1.519904
ST-ASC-002,2026-04-01T12:29:30,12.363181,-1.515496
ST-ASC-002,2026-04-01T12:30:00,12.363111,-1.51548
LR-ASC-002,2026-04-01T12:30:00,12.364466,-1.521212
LR-DEV-001,2026-04-01T12:30:00,12.364732,-1.519759
ST-DEV-001,2026-04-01T12:30:00,12.362278,-1.515285
LR-DEV-001,2026-04-01T12:30:30,12.364759,-1.519613
LR-ASC-002,2026-04-01T12:30:30,12.364495,-1.521053
ST-DEV-001,2026-04-01T12:30:30,12.362227,-1.515273
ST-ASC-002,2026-04-01T12:30:30,12.363042,-1.515464
LR-DEV-001,2026-04-01T12:31:00,12.364785,-1.519468
ST-DEV-001,2026-04-01T12:31:00,12.362176,-1.515261
LR-ASC-002,2026-04-01T12:31:00,12.364523,-1.520894
ST-ASC-002,2026-04-01T12:31:00,12.362972,-1.515447
LR-DEV-001,2026-04-01T12:31:30,12.364814,-1.519323
ST-DEV-001,2026-04-01T12:31:30,12.362125,-1.515249
ST-ASC-002,2026-04-01T12:31:30,12.362903,-1.515431
LR-ASC-002,2026-04-01T12:31:30,12.364552,-1.520735
ST-DEV-001,2026-04-01T12:32:00,12.362074,-1.515237
LR-ASC-002,2026-04-01T12:32:00,12.36458,-1.520576
ST-ASC-002,2026-04-01T12:32:00,12.362833,-1.515415
LR-DEV-001,2026-04-01T12:32:00,12.364843,-1.519178
LR-ASC-002,2026-04-01T12:32:30,12.36461,-1.520417
LR-DEV-001,2026-04-01T12:32:30,12.364872,-1.519033
ST-DEV-001,2026-04-01T12:32:30,12.362023,-1.515225
ST-ASC-002,2026-04-01T12:32:30,12.362764,-1.515398
ST-DEV-001,2026-04-01T12:33:00,12.361972,-1.515213
LR-ASC-002,2026-04-01T12:33:00,12.364639,-1.520258
ST-ASC-002,2026-04-01T12:33:00,12.362694,-1.515382
LR-DEV-001,2026-04-01T12:33:00,12.3649,-1.518888
ST-ASC-002,2026-04-01T12:33:30,12.362625,-1.515366
ST-DEV-001,2026-04-01T12:33:30,12.361921,-1.515201
LR-DEV-001,2026-04-01T12:33:30,12.364928,-1.518743
LR-ASC-002,2026-04-01T12:33:30,12.364669,-1.520099
ST-DEV-001,2026-04-01T12:34:00,12.36187,-1.515189
LR-DEV-001,2026-04-01T12:34:00,12.364955,-1.518598
LR-ASC-002,2026-04-01T12:34:00,12.364698,-1.51994
ST-ASC-002,2026-04-01T12:34:00,12.362555,-1.51535
LR-DEV-001,2026-04-01T12:34:30,12.364959,-1.51847
ST-ASC-002,2026-04-01T12:34:30,12.362486,-1.515333
ST-DEV-001,2026-04-01T12:34:30,12.361819,-1.515177
LR-ASC-002,2026-04-01T12:34:30,12.364728,-1.519781
ST-DEV-001,2026-04-01T12:35:00,12.361768,-1.515164
LR-ASC-002,2026-04-01T12:35:00,12.364757,-1.519622
ST-ASC-002,2026-04-01T12:35:00,12.362416,-1.515317
LR-DEV-001,2026-04-01T12:35:00,12.364817,-1.518446
LR-ASC-002,2026-04-01T12:35:30,12.364786,-1.519463
ST-DEV-001,2026-04-01T12:35:30,12.361718,-1.515163
LR-DEV-001,2026-04-01T12:35:30,12.364675,-1.518418
ST-ASC-002,2026-04-01T12:35:30,12.362347,-1.515301
LR-DEV-001,2026-04-01T12:36:00,12.364533,-1.518391
ST-ASC-002,2026-04-01T12:36:00,12.362278,-1.515285
LR-ASC-002,2026-04-01T12:36:00,12.364818,-1.519305
ST-DEV-001,2026-04-01T12:36:00,12.361666,-1.515165
ST-ASC-002,2026-04-01T12:36:30,12.362208,-1.515268
LR-DEV-001,2026-04-01T12:36:30,12.364391,-1.518364
ST-DEV-001,2026-04-01T12:36:30,12.361615,-1.515156
LR-ASC-002,2026-04-01T12:36:30,12.36485,-1.519147
LR-ASC-002,2026-04-01T12:37:00,12.364881,-1.518988
ST-ASC-002,2026-04-01T12:37:00,12.362139,-1.515252
ST-DEV-001,2026-04-01T12:37:00,12.361566,-1.515136
LR-DEV-001,2026-04-01T12:37:00,12.364248,-1.518338
ST-ASC-002,2026-04-01T12:37:30,12.362069,-1.515236
ST-DEV-001,2026-04-01T12:37:30,12.361526,-1.515102
LR-ASC-002,2026-04-01T12:37:30,12.364911,-1.518829
LR-DEV-001,2026-04-01T12:37:30,12.364106,-1.518312
LR-DEV-001,2026-04-01T12:38:00,12.363964,-1.518286
ST-DEV-001,2026-04-01T12:38:00,12.361495,-1.51506
ST-ASC-002,2026-04-01T12:38:00,12.362,-1.515219
LR-ASC-002,2026-04-01T12:38:00,12.364942,-1.518671
LR-ASC-002,2026-04-01T12:38:30,12.364972,-1.518512
ST-ASC-002,2026-04-01T12:38:30,12.36193,-1.515203
LR-DEV-001,2026-04-01T12:38:30,12.363822,-1.51826
ST-DEV-001,2026-04-01T12:38:30,12.361473,-1.515012
ST-ASC-002,2026-04-01T12:39:00,12.361861,-1.515187
LR-ASC-002,2026-04-01T12:39:00,12.364861,-1.518453
ST-DEV-001,2026-04-01T12:39:00,12.361461,-1.51496
LR-DEV-001,2026-04-01T12:39:00,12.36368,-1.518234
LR-ASC-002,2026-04-01T12:39:30,12.364706,-1.518424
ST-DEV-001,2026-04-01T12:39:30,12.361467,-1.514907
ST-ASC-002,2026-04-01T12:39:30,12.361791,-1.51517
LR-DEV-001,2026-04-01T12:39:30,12.363538,-1.518207
ST-ASC-002,2026-04-01T12:40:00,12.361722,-1.515162
LR-ASC-002,2026-04-01T12:40:00,12.36455,-1.518394
LR-DEV-001,2026-04-01T12:40:00,12.363396,-1.518181
ST-DEV-001,2026-04-01T12:40:00,12.361484,-1.514857
ST-DEV-001,2026-04-01T12:40:30,12.36151,-1.514811
LR-ASC-002,2026-04-01T12:40:30,12.364395,-1.518365
ST-ASC-002,2026-04-01T12:40:30,12.361651,-1.515164
LR-DEV-001,2026-04-01T12:40:30,12.363253,-1.518155
LR-DEV-001,2026-04-01T12:41:00,12.363111,-1.518129
ST-DEV-001,2026-04-01T12:41:00,12.361546,-1.514773
ST-ASC-002,2026-04-01T12:41:00,12.361583,-1.515144
LR-ASC-002,2026-04-01T12:41:00,12.36424,-1.518337
ST-ASC-002,2026-04-01T12:41:30,12.361526,-1.515102
LR-DEV-001,2026-04-01T12:41:30,12.362969,-1.518103
ST-DEV-001,2026-04-01T12:41:30,12.361592,-1.514748
LR-ASC-002,2026-04-01T12:41:30,12.364084,-1.518308
LR-ASC-002,2026-04-01T12:42:00,12.363929,-1.518279
ST-ASC-002,2026-04-01T12:42:00,12.361485,-1.515043
ST-DEV-001,2026-04-01T12:42:00,12.361641,-1.514731
LR-DEV-001,2026-04-01T12:42:00,12.362827,-1.518076
LR-DEV-001,2026-04-01T12:42:30,12.362685,-1.51805
ST-DEV-001,2026-04-01T12:42:30,12.361664,-1.514691
LR-ASC-002,2026-04-01T12:42:30,12.363773,-1.518251
ST-ASC-002,2026-04-01T12:42:30,12.361464,-1.514974
ST-DEV-001,2026-04-01T12:43:00,12.361674,-1.514639
LR-DEV-001,2026-04-01T12:43:00,12.362543,-1.518023
ST-ASC-002,2026-04-01T12:43:00,12.361468,-1.514902
LR-ASC-002,2026-04-01T12:43:00,12.363618,-1.518222
LR-ASC-002,2026-04-01T12:43:30,12.363462,-1.518193
ST-DEV-001,2026-04-01T12:43:30,12.361684,-1.514586
ST-ASC-002,2026-04-01T12:43:30,12.361493,-1.514834
LR-DEV-001,2026-04-01T12:43:30,12.362401,-1.517995
LR-ASC-002,2026-04-01T12:44:00,12.363307,-1.518165
LR-DEV-001,2026-04-01T12:44:00,12.362259,-1.517968
ST-ASC-002,2026-04-01T12:44:00,12.36154,-1.51478
ST-DEV-001,2026-04-01T12:44:00,12.361695,-1.514534
LR-ASC-002,2026-04-01T12:44:30,12.363151,-1.518136
ST-ASC-002,2026-04-01T12:44:30,12.361601,-1.514743
ST-DEV-001,2026-04-01T12:44:30,12.361705,-1.514481
LR-DEV-001,2026-04-01T12:44:30,12.362117,-1.51794
ST-ASC-002,2026-04-01T12:45:00,12.361659,-1.514715
LR-ASC-002,2026-04-01T12:45:00,12.362996,-1.518107
LR-DEV-001,2026-04-01T12:45:00,12.361975,-1.517915
ST-DEV-001,2026-04-01T12:45:00,12.361715,-1.514429
LR-ASC-002,2026-04-01T12:45:30,12.36284,-1.518079
LR-DEV-001,2026-04-01T12:45:30,12.361832,-1.51789
ST-ASC-002,2026-04-01T12:45:30,12.361673,-1.514644
ST-ASC-002,2026-04-01T12:46:00,12.361687,-1.514572
LR-DEV-001,2026-04-01T12:46:00,12.36169,-1.517864
LR-ASC-002,2026-04-01T12:46:00,12.362685,-1.51805
ST-ASC-002,2026-04-01T12:46:30,12.361701,-1.514501
LR-ASC-002,2026-04-01T12:46:30,12.362529,-1.518021
LR-DEV-001,2026-04-01T12:46:30,12.361548,-1.517839
LR-ASC-002,2026-04-01T12:47:00,12.362374,-1.51799
LR-DEV-001,2026-04-01T12:47:00,12.361405,-1.517814
ST-ASC-002,2026-04-01T12:47:00,12.361715,-1.514429
LR-DEV-001,2026-04-01T12:47:30,12.361263,-1.517789
LR-ASC-002,2026-04-01T12:47:30,12.362219,-1.51796
LR-ASC-002,2026-04-01T12:48:00,12.362064,-1.51793
LR-DEV-001,2026-04-01T12:48:00,12.361121,-1.517764
LR-ASC-002,2026-04-01T12:48:30,12.361908,-1.517903
LR-DEV-001,2026-04-01T12:48:30,12.361143,-1.517623
LR-ASC-002,2026-04-01T12:49:00,12.361752,-1.517875
LR-DEV-001,2026-04-01T12:49:00,12.36117,-1.517477
LR-DEV-001,2026-04-01T12:49:30,12.361197,-1.517332
LR-ASC-002,2026-04-01T12:49:30,12.361597,-1.517848
LR-ASC-002,2026-04-01T12:50:00,12.361441,-1.51782
LR-DEV-001,2026-04-01T12:50:00,12.361225,-1.517187
LR-DEV-001,2026-04-01T12:50:30,12.361253,-1.517042
LR-ASC-002,2026-04-01T12:50:30,12.361285,-1.517793
LR-ASC-002,2026-04-01T12:51:00,12.36113,-1.517765
LR-DEV-001,2026-04-01T12:51:00,12.361282,-1.516897
LR-DEV-001,2026-04-01T12:51:30,12.361311,-1.516752
LR-ASC-002,2026-04-01T12:51:30,12.361144,-1.517618
LR-DEV-001,2026-04-01T12:52:00,12.361339,-1.516607
LR-ASC-002,2026-04-01T12:52:00,12.361173,-1.517459
LR-ASC-002,2026-04-01T12:52:30,12.361203,-1.517301
LR-DEV-001,2026-04-01T12:52:30,12.361368,-1.516462
LR-DEV-001,2026-04-01T12:53:00,12.361397,-1.516317
LR-ASC-002,2026-04-01T12:53:00,12.361233,-1.517142
LR-ASC-002,2026-04-01T12:53:30,12.361264,-1.516983
LR-DEV-001,2026-04-01T12:53:30,12.361363,-1.516181
LR-ASC-002,2026-04-01T12:54:00,12.361296,-1.516825
LR-DEV-001,2026-04-01T12:54:00,12.361392,-1.516036
LR-ASC-002,2026-04-01T12:54:30,12.361328,-1.516666
LR-DEV-001,2026-04-01T12:54:30,12.361421,-1.515891
LR-DEV-001,2026-04-01T12:55:00,12.36145,-1.515746
LR-ASC-002,2026-04-01T12:55:00,12.361359,-1.516508
LR-DEV-001,2026-04-01T12:55:30,12.361478,-1.515601
LR-ASC-002,2026-04-01T12:55:30,12.36139,-1.516349
LR-DEV-001,2026-04-01T12:56:00,12.361506,-1.515456
LR-ASC-002,2026-04-01T12:56:00,12.361359,-1.516199
LR-ASC-002,2026-04-01T12:56:30,12.361391,-1.51604
LR-DEV-001,2026-04-01T12:56:30,12.361535,-1.515311
LR-ASC-002,2026-04-01T12:57:00,12.361423,-1.515882
LR-DEV-001,2026-04-01T12:57:00,12.361563,-1.515166
LR-ASC-002,2026-04-01T12:57:30,12.361455,-1.515723
LR-DEV-001,2026-04-01T12:57:30,12.36149,-1.515051
LR-ASC-002,2026-04-01T12:58:00,12.361485,-1.515565
LR-DEV-001,2026-04-01T12:58:00,12.361467,-1.51491
LR-ASC-002,2026-04-01T12:58:30,12.361516,-1.515406
LR-DEV-001,2026-04-01T12:58:30,12.361536,-1.514784
LR-ASC-002,2026-04-01T12:59:00,12.361547,-1.515248
LR-DEV-001,2026-04-01T12:59:00,12.361659,-1.514719
LR-DEV-001,2026-04-01T12:59:30,12.361687,-1.514574
LR-ASC-002,2026-04-01T12:59:30,12.36153,-1.515106
LR-DEV-001,2026-04-01T13:00:00,12.361715,-1.514429
LR-ASC-002,2026-04-01T13:00:00,12.361462,-1.514965
ST-ASC-003,2026-04-01T13:00:00,12.362002,-1.512574
VIPER-2,2026-04-01T13:00:00,12.362002,-1.512557
ST-DEV-001,2026-04-01T13:00:00,12.36199,-1.512552
ST-ASC-002,2026-04-01T13:00:00,12.361999,-1.512553
LR-ASC-003,2026-04-01T13:00:00,12.361996,-1.512558
HAWK-2,2026-04-01T13:00:00,12.361993,-1.512561
LR-ASC-002,2026-04-01T13:00:00,12.362002,-1.512567
LR-DEV-001,2026-04-01T13:00:00,12.361994,-1.512554
LR-ASC-002,2026-04-01T13:00:30,12.361507,-1.514814
LR-ASC-002,2026-04-01T13:01:00,12.361639,-1.514732
LR-ASC-002,2026-04-01T13:01:30,12.361684,-1.514588
LR-ASC-002,2026-04-01T13:02:00,12.361715,-1.514429
LR-ASC-002,2026-04-01T13:10:00,12.362002,-1.512553
VIPER-2,2026-04-01T13:10:00,12.361983,-1.512556
ST-DEV-001,2026-04-01T13:10:00,12.361992,-1.512542
HAWK-2,2026-04-01T13:10:00,12.362008,-1.512553
LR-DEV-001,2026-04-01T13:10:00,12.362003,-1.512562
ST-ASC-003,2026-04-01T13:10:00,12.361988,-1.512554
ST-ASC-002,2026-04-01T13:10:00,12.362002,-1.512549
LR-ASC-003,2026-04-01T13:10:00,12.36199,-1.512567
LR-ASC-003,2026-04-01T13:20:00,12.362007,-1.512544
LR-DEV-001,2026-04-01T13:20:00,12.362017,-1.512552
ST-ASC-003,2026-04-01T13:20:00,12.362007,-1.512554
ST-DEV-001,2026-04-01T13:20:00,12.361993,-1.512559
HAWK-2,2026-04-01T13:20:00,12.361995,-1.512551
ST-ASC-002,2026-04-01T13:20:00,12.362,-1.512543
LR-ASC-002,2026-04-01T13:20:00,12.361992,-1.512555
VIPER-2,2026-04-01T13:20:00,12.362001,-1.512534
VIPER-2,2026-04-01T13:30:00,12.361998,-1.512553
LR-ASC-002,2026-04-01T13:30:00,12.362001,-1.512566
ST-ASC-002,2026-04-01T13:30:00,12.361998,-1.512532
ST-ASC-003,2026-04-01T13:30:00,12.361999,-1.512559
LR-DEV-001,2026-04-01T13:30:00,12.361989,-1.51255
ST-DEV-001,2026-04-01T13:30:00,12.362007,-1.512567
HAWK-2,2026-04-01T13:30:00,12.362001,-1.512547
